trading_account_id,open_date,last_execution_date,close_date,symbol,trade_position,currency,underlying,asset_type,open_price,close_price,base_gross_pnl,base_net_pnl,total_quantity,total_buy_quantity,total_sell_quantity,remaining_quantity,total_executions,total_duration,total_commission,total_fees,stop_loss,profit_target,tags,notes
ŁukaszK,2023-05-05T09:59:00-0400,2023-05-05T13:55:24-0400,2023-05-05T13:55:24-0400,MESM23,long,USD,MES,future,4126.25,4143.25,107.5,104.42,4.0,2.0,2.0,0.0,3,14184.0,3.08,0.0,4121.75,4130.75,ML (A),
ŁukaszK,2023-07-17T10:27:29-0400,2023-07-17T12:19:25-0400,2023-07-17T12:19:25-0400,ESU23,long,USD,ES,future,4545.0,4549.0,200.0,200.0,2.0,1.0,1.0,0.0,2,6716.0,0.0,0.0,4541.0,4556.0,"ML (A),OpenTrade",
ŁukaszK,2023-05-22T04:39:21-0400,2023-05-22T06:50:01-0400,2023-05-22T06:50:01-0400,MESM23,long,USD,MES,future,4204.5,4200.75,-56.25,-60.87,6.0,3.0,3.0,0.0,2,7840.0,4.62,0.0,4200.75,4212.0,ML (A+),
ŁukaszK,2023-12-18T09:32:47-0500,2023-12-18T10:12:54-0500,2023-12-18T10:12:54-0500,MESH24,long,USD,MES,future,4784.25,4786.0,67.5,67.5,8.0,4.0,4.0,0.0,3,2407.0,0.0,0.0,N/A,N/A,ML (A),<br>
ŁukaszK,2023-06-23T03:06:08-0400,2023-06-23T03:19:39-0400,2023-06-23T03:19:39-0400,MESU23,long,USD,MES,future,4408.0,4409.5,37.5,32.88,6.0,3.0,3.0,0.0,3,811.0,4.62,0.0,4404.0,4418.0,MRL (A),
ŁukaszK,2023-08-11T09:45:11-0400,2023-08-11T09:54:00-0400,2023-08-11T09:54:00-0400,MESU23,short,USD,MES,future,4463.0,4467.25,-42.5,-45.58,4.0,2.0,2.0,0.0,2,529.0,3.08,0.0,4467.25,4452.0,MS (A),
ŁukaszK,2023-04-18T10:17:08-0400,2023-04-18T10:25:11-0400,2023-04-18T10:25:11-0400,ESM23,long,USD,ES,future,4181.5,4178.0,-175.0,-179.58,2.0,1.0,1.0,0.0,2,483.0,4.58,0.0,4178.0,4193.0,"MRL (B),Pre-empt",
ŁukaszK,2023-12-18T10:17:20-0500,2023-12-18T10:45:55-0500,2023-12-18T10:45:55-0500,MESH24,long,USD,MES,future,4789.0,4785.5,-35.0,-35.0,4.0,2.0,2.0,0.0,3,1715.0,0.0,0.0,N/A,N/A,ML (A),<br>
ŁukaszK,2023-11-09T10:40:11-0500,2023-11-09T10:51:11-0500,2023-11-09T10:51:11-0500,MESZ23,short,USD,MES,future,4388.0,4392.0,-40.0,-43.08,4.0,2.0,2.0,0.0,2,660.0,3.08,0.0,4392.0,4380.0,MS (A),
ŁukaszK,2023-06-06T10:41:53-0400,2023-06-06T11:21:52-0400,2023-06-06T11:21:52-0400,MESM23,long,USD,MES,future,4284.0,4285.0,73.75,69.13,6.0,3.0,3.0,0.0,4,2399.0,4.62,0.0,4280.25,4293.0,ML (A),
ŁukaszK,2023-04-20T12:42:20-0400,2023-04-20T12:46:00-0400,2023-04-20T12:46:00-0400,ESM23,long,USD,ES,future,4163.0,4163.75,37.5,32.92,2.0,1.0,1.0,0.0,2,220.0,4.58,0.0,N/A,N/A,"ML (C),Pre-empt",
ŁukaszK,2023-06-27T03:00:56-0400,2023-06-27T04:30:55-0400,2023-06-27T04:30:55-0400,MESU23,long,USD,MES,future,4383.25,4379.5,-56.25,-60.87,6.0,3.0,3.0,0.0,2,5399.0,4.62,0.0,4379.5,4391.0,ML (A+),
ŁukaszK,2023-05-17T15:05:16-0400,2023-05-17T15:20:27-0400,2023-05-17T15:20:27-0400,MESM23,long,USD,MES,future,4169.5,4171.0,15.0,11.92,4.0,2.0,2.0,0.0,2,911.0,3.08,0.0,4165.5,4182.5,ML (A),
ŁukaszK,2023-06-27T10:35:43-0400,2023-06-27T11:04:45-0400,2023-06-27T11:04:45-0400,MESU23,long,USD,MES,future,4386.25,4385.0,41.25,36.63,6.0,3.0,3.0,0.0,3,1742.0,4.62,0.0,4383.5,4495.0,ML (A),
ŁukaszK,2023-11-09T09:48:58-0500,2023-11-09T09:52:01-0500,2023-11-09T09:52:01-0500,MESZ23,short,USD,MES,future,4395.5,4399.5,-40.0,-43.08,4.0,2.0,2.0,0.0,2,183.0,3.08,0.0,4399.5,4380.0,MS (A),
ŁukaszK,2023-10-19T10:37:14-0400,2023-10-19T11:25:01-0400,2023-10-19T11:25:01-0400,MESZ23,short,USD,MES,future,4331.75,4328.5,180.0,167.68,16.0,8.0,8.0,0.0,3,2867.0,12.32,0.0,4335.75,4326.0,MS (A),<br>
ŁukaszK,2023-11-08T10:00:03-0500,2023-11-08T10:01:07-0500,2023-11-08T10:01:07-0500,MESZ23,long,USD,MES,future,4404.75,4401.0,-37.5,-40.58,4.0,2.0,2.0,0.0,4,64.0,3.08,0.0,N/A,N/A,ML (A),
ŁukaszK,2023-08-01T10:29:28-0400,2023-08-01T10:35:25-0400,2023-08-01T10:35:25-0400,ESU23,short,USD,ES,future,4594.75,4598.75,-200.0,-204.58,2.0,1.0,1.0,0.0,2,357.0,4.58,0.0,N/A,N/A,MS (A),
ŁukaszK,2023-05-09T06:35:01-0400,2023-05-09T07:24:18-0400,2023-05-09T07:24:18-0400,MESM23,long,USD,MES,future,4138.5,4135.5,-30.0,-33.08,4.0,2.0,2.0,0.0,2,2957.0,3.08,0.0,4135.5,4145.0,MRL (A),
ŁukaszK,2023-04-11T10:50:01-0400,2023-04-11T11:19:29-0400,2023-04-11T11:19:29-0400,ESM23,long,USD,ES,future,4134.25,4138.75,225.0,220.42,2.0,1.0,1.0,0.0,2,1768.0,4.58,0.0,4131.0,4138.75,MRL (A),
ŁukaszK,2023-10-06T10:21:53-0400,2023-10-06T10:30:07-0400,2023-10-06T10:30:07-0400,MESZ23,long,USD,MES,future,4257.5,4279.0,450.0,440.76,12.0,6.0,6.0,0.0,3,494.0,9.24,0.0,4253.5,4279.0,MRL (B),<br>
ŁukaszK,2023-10-05T10:15:51-0400,2023-10-05T10:17:57-0400,2023-10-05T10:17:57-0400,MESZ23,short,USD,MES,future,4276.5,4280.25,-112.5,-121.74,12.0,6.0,6.0,0.0,2,126.0,9.24,0.0,4280.5,4266.0,MS (B),<br>
ŁukaszK,2023-05-18T09:51:59-0400,2023-05-18T09:55:23-0400,2023-05-18T09:55:23-0400,MESM23,long,USD,MES,future,4169.75,4166.0,-37.5,-40.58,4.0,2.0,2.0,0.0,2,204.0,3.08,0.0,4166.0,4182.5,ML (B),
ŁukaszK,2023-04-20T11:30:00-0400,2023-04-20T11:34:56-0400,2023-04-20T11:34:56-0400,ESM23,long,USD,ES,future,4156.5,4152.75,-187.5,-192.08,2.0,1.0,1.0,0.0,2,296.0,4.58,0.0,4152.75,4168.25,ML (B),
ŁukaszK,2023-05-31T10:48:35-0400,2023-05-31T10:55:34-0400,2023-05-31T10:55:34-0400,MESM23,short,USD,MES,future,4179.0,4182.75,-56.25,-60.87,6.0,3.0,3.0,0.0,2,419.0,4.62,0.0,4182.75,4170.0,MS (A),
ŁukaszK,2023-07-28T12:11:32-0400,2023-07-28T12:32:02-0400,2023-07-28T12:32:02-0400,ESU23,long,USD,ES,future,4609.5,4613.0,175.0,171.71,2.0,1.0,1.0,0.0,2,1230.0,3.29,0.0,N/A,N/A,ML (A),
ŁukaszK,2023-11-08T09:51:35-0500,2023-11-08T09:58:36-0500,2023-11-08T09:58:36-0500,MESZ23,long,USD,MES,future,4407.0,4403.0,-40.0,-40.0,4.0,2.0,2.0,0.0,4,421.0,0.0,0.0,4403.0,4416.0,ML (A),<br>
ŁukaszK,2023-06-05T14:31:09-0400,2023-06-05T14:53:19-0400,2023-06-05T14:53:19-0400,MESM23,short,USD,MES,future,4286.0,4279.5,97.5,92.88,6.0,3.0,3.0,0.0,4,1330.0,4.62,0.0,4290.5,4278.0,MS (A),
ŁukaszK,2023-12-05T10:19:53-0500,2023-12-05T10:25:53-0500,2023-12-05T10:25:53-0500,MESZ23,long,USD,MES,future,4572.5,4571.5,-20.0,-25.76,8.0,4.0,4.0,0.0,2,360.0,5.76,0.0,4568.5,4584.0,ML (A),
ŁukaszK,2023-11-13T10:09:00-0500,2023-11-13T11:33:07-0500,2023-11-13T11:33:07-0500,MESZ23,long,USD,MES,future,4411.75,4429.0,122.5,119.42,4.0,2.0,2.0,0.0,4,5047.0,3.08,0.0,4408.5,4429.0,MRL (A),
ŁukaszK,2023-11-16T10:05:37-0500,2023-11-16T10:15:19-0500,2023-11-16T10:15:19-0500,MESZ23,long,USD,MES,future,4522.75,4517.25,-75.0,-81.16,8.0,4.0,4.0,0.0,8,582.0,6.16,0.0,4517.25,4533.0,ML (A+),
ŁukaszK,2023-08-24T13:13:47-0400,2023-08-24T14:01:05-0400,2023-08-24T14:01:05-0400,MESU23,short,USD,MES,future,4413.0,4413.0,28.75,25.67,4.0,2.0,2.0,0.0,4,2838.0,3.08,0.0,4417.0,4400.0,MS (A+),<br>
ŁukaszK,2023-06-14T09:59:56-0400,2023-06-14T10:25:13-0400,2023-06-14T10:25:13-0400,MESU23,long,USD,MES,future,4424.0,4424.75,43.75,39.13,6.0,3.0,3.0,0.0,4,1517.0,4.62,0.0,4420.25,4432.0,ML (A),
ŁukaszK,2023-06-15T14:22:22-0400,2023-06-15T14:52:46-0400,2023-06-15T14:52:46-0400,MESU23,long,USD,MES,future,4462.75,4476.75,97.5,94.42,4.0,2.0,2.0,0.0,3,1824.0,3.08,0.0,4458.5,4480.0,"EarlyClose,ML (A)",
ŁukaszK,2023-06-02T10:51:18-0400,2023-06-02T11:34:31-0400,2023-06-02T11:34:31-0400,MESM23,long,USD,MES,future,4274.25,4283.75,125.0,120.38,6.0,3.0,3.0,0.0,4,2593.0,4.62,0.0,4270.5,4285.0,ML (A),
ŁukaszK,2023-11-09T10:00:58-0500,2023-11-09T10:07:40-0500,2023-11-09T10:07:40-0500,MESZ23,short,USD,MES,future,4400.0,4390.0,70.0,66.92,4.0,2.0,2.0,0.0,3,402.0,3.08,0.0,4404.0,4390.0,MRS (A),<br>
ŁukaszK,2023-07-21T15:22:04-0400,2023-07-21T15:59:53-0400,2023-07-21T15:59:53-0400,ESU23,short,USD,ES,future,4568.5,4564.0,225.0,220.42,2.0,1.0,1.0,0.0,2,2269.0,4.58,0.0,4580.25,4560.0,MS (A+),
ŁukaszK,2023-04-18T12:50:00-0400,2023-04-18T12:51:32-0400,2023-04-18T12:51:32-0400,ESM23,long,USD,ES,future,4177.5,4174.5,-150.0,-154.58,2.0,1.0,1.0,0.0,2,92.0,4.58,0.0,4174.5,4189.0,ML (B),
ŁukaszK,2023-11-20T10:16:29-0500,2023-11-20T10:42:25-0500,2023-11-20T10:42:25-0500,MESZ23,short,USD,MES,future,4538.5,4540.5,-20.0,-20.0,4.0,2.0,2.0,0.0,4,1556.0,0.0,0.0,N/A,N/A,,CleanOrder.twconfig
ŁukaszK,2023-08-25T09:45:56-0400,2023-08-25T09:51:53-0400,2023-08-25T09:51:53-0400,MESU23,long,USD,MES,future,4406.75,4403.75,-30.0,-33.08,4.0,2.0,2.0,0.0,2,357.0,3.08,0.0,N/A,N/A,ML (A),
ŁukaszK,2023-07-25T14:03:56-0400,2023-07-25T14:38:18-0400,2023-07-25T14:38:18-0400,ESU23,long,USD,ES,future,4600.75,4606.75,300.0,300.0,2.0,1.0,1.0,0.0,2,2062.0,0.0,0.0,4596.75,4608.75,,
ŁukaszK,2023-04-10T11:23:56-0400,2023-04-10T11:27:01-0400,2023-04-10T11:27:01-0400,ESM23,short,USD,ES,future,4112.75,4112.75,0.0,-4.58,2.0,1.0,1.0,0.0,2,185.0,4.58,0.0,4116.0,4106.0,"EarlyClose,MRS (A)",
ŁukaszK,2023-05-17T11:50:00-0400,2023-05-17T12:28:51-0400,2023-05-17T12:28:51-0400,MESM23,short,USD,MES,future,4144.5,4148.75,-42.5,-45.58,4.0,2.0,2.0,0.0,2,2331.0,3.08,0.0,4148.75,4137.0,MRS (B),
ŁukaszK,2023-09-11T11:08:07-0400,2023-09-11T11:22:26-0400,2023-09-11T11:22:26-0400,MESZ23,short,USD,MES,future,4521.25,4525.25,-40.0,-43.08,4.0,2.0,2.0,0.0,2,859.0,3.08,0.0,4525.25,4511.25,MS (A),
ŁukaszK,2023-04-21T09:59:10-0400,2023-04-21T10:02:58-0400,2023-04-21T10:02:58-0400,ESM23,short,USD,ES,future,4144.75,4140.25,225.0,220.42,2.0,1.0,1.0,0.0,2,228.0,4.58,0.0,4148.0,4140.0,"EarlyClose,MS (A)",
ŁukaszK,2023-07-20T13:09:23-0400,2023-07-20T13:32:48-0400,2023-07-20T13:32:48-0400,ESU23,short,USD,ES,future,4576.25,4580.25,-200.0,-204.58,2.0,1.0,1.0,0.0,2,1405.0,4.58,0.0,N/A,N/A,MS (A),
ŁukaszK,2023-06-07T15:00:04-0400,2023-06-07T15:10:18-0400,2023-06-07T15:10:18-0400,MESM23,long,USD,MES,future,4278.25,4274.0,-42.5,-45.58,4.0,2.0,2.0,0.0,2,614.0,3.08,0.0,4274.0,4285.0,MRL (B),
ŁukaszK,2023-12-07T10:02:47-0500,2023-12-07T10:08:30-0500,2023-12-07T10:08:30-0500,MESZ23,short,USD,MES,future,4573.0,4577.5,-90.0,-95.76,8.0,4.0,4.0,0.0,2,343.0,5.76,0.0,4577.5,4566.5,MRS (A),
ŁukaszK,2023-08-18T10:30:22-0400,2023-08-18T11:00:04-0400,2023-08-18T11:00:04-0400,MESU23,long,USD,MES,future,4360.5,4372.0,86.25,83.17,4.0,2.0,2.0,0.0,3,1782.0,3.08,0.0,4357.5,4372.0,MRL (A+),<br>
ŁukaszK,2023-07-19T12:42:54-0400,2023-07-19T13:08:04-0400,2023-07-19T13:08:04-0400,ESU23,long,USD,ES,future,4596.0,4592.0,-200.0,-204.58,2.0,1.0,1.0,0.0,2,1510.0,4.58,0.0,N/A,N/A,MRL (A),
ŁukaszK,2023-04-17T11:05:51-0400,2023-04-17T11:14:02-0400,2023-04-17T11:14:02-0400,ESM23,long,USD,ES,future,4161.0,4157.5,-175.0,-179.58,2.0,1.0,1.0,0.0,2,491.0,4.58,0.0,4157.5,4166.5,MRL (C),
ŁukaszK,2023-10-18T10:34:05-0400,2023-10-18T11:01:48-0400,2023-10-18T11:01:48-0400,MESZ23,short,USD,MES,future,4374.25,4368.5,180.0,167.68,16.0,8.0,8.0,0.0,5,1663.0,12.32,0.0,4380.5,4369.0,MS (A),<br>
ŁukaszK,2023-08-31T10:05:30-0400,2023-08-31T10:13:32-0400,2023-08-31T10:13:32-0400,MESU23,short,USD,MES,future,4531.75,4535.75,-40.0,-43.08,4.0,2.0,2.0,0.0,2,482.0,3.08,0.0,4535.75,4515.5,MRS (A),
ŁukaszK,2023-11-02T11:24:36-0400,2023-11-02T11:52:08-0400,2023-11-02T11:52:08-0400,MESZ23,long,USD,MES,future,4317.25,4317.0,-2.5,-5.58,4.0,2.0,2.0,0.0,3,1652.0,3.08,0.0,4313.25,4323.25,ML (A+),SimpleBracket.twconfig
ŁukaszK,2023-06-20T10:54:09-0400,2023-06-20T11:00:51-0400,2023-06-20T11:00:51-0400,MESU23,short,USD,MES,future,4415.25,4421.0,-77.5,-83.66,8.0,4.0,4.0,0.0,4,402.0,6.16,0.0,4419.0,4402.0,MS (A+),
ŁukaszK,2023-12-14T03:34:30-0500,2023-12-14T04:09:53-0500,2023-12-14T04:09:53-0500,MESH24,short,USD,MES,future,4778.25,4771.75,107.5,101.34,8.0,4.0,4.0,0.0,3,2123.0,6.16,0.0,4782.25,4768.0,MRS (A),<br>
ŁukaszK,2023-06-27T11:16:48-0400,2023-06-27T11:26:57-0400,2023-06-27T11:26:57-0400,MESU23,long,USD,MES,future,4387.0,4389.0,30.0,26.92,4.0,2.0,2.0,0.0,3,609.0,3.08,0.0,4384.75,4495.0,ML (A),
ŁukaszK,2023-06-20T10:10:43-0400,2023-06-20T10:14:20-0400,2023-06-20T10:14:20-0400,MESU23,long,USD,MES,future,4433.75,4429.5,-42.5,-45.58,4.0,2.0,2.0,0.0,2,217.0,3.08,0.0,4429.5,4442.25,MRL (B),
ŁukaszK,2023-08-25T10:29:16-0400,2023-08-25T11:06:18-0400,2023-08-25T11:06:18-0400,MESU23,short,USD,MES,future,4391.0,4375.0,115.0,111.92,4.0,2.0,2.0,0.0,3,2222.0,3.08,0.0,4395.0,4462.0,MS (B),<br>
ŁukaszK,2023-10-27T10:20:38-0400,2023-10-27T10:39:20-0400,2023-10-27T10:39:20-0400,MESZ23,long,USD,MES,future,4161.0,4157.0,-40.0,-43.08,4.0,2.0,2.0,0.0,2,1122.0,3.08,0.0,4157.0,4175.0,MRL (A),<br>
ŁukaszK,2023-07-10T10:14:19-0400,2023-07-10T10:18:43-0400,2023-07-10T10:18:43-0400,ESU23,long,USD,ES,future,4444.0,4441.0,-150.0,-154.58,2.0,1.0,1.0,0.0,2,264.0,4.58,0.0,4441.0,4450.0,ML (A),
ŁukaszK,2023-09-13T11:22:07-0400,2023-09-13T11:50:01-0400,2023-09-13T11:50:01-0400,MESZ23,long,USD,MES,future,4524.25,4525.5,28.75,25.67,4.0,2.0,2.0,0.0,3,1674.0,3.08,0.0,4521.25,4532.25,ML (A),
ŁukaszK,2023-12-04T09:42:01-0500,2023-12-04T10:02:15-0500,2023-12-04T10:02:15-0500,MESZ23,long,USD,MES,future,4573.5,4569.5,-80.0,-84.96,8.0,4.0,4.0,0.0,2,1214.0,4.96,0.0,4569.5,4591.0,MRL (A),
ŁukaszK,2023-09-08T10:35:26-0400,2023-09-08T10:41:02-0400,2023-09-08T10:41:02-0400,MESU23,long,USD,MES,future,4473.25,4469.25,-40.0,-43.08,4.0,2.0,2.0,0.0,2,336.0,3.08,0.0,4469.25,4482.0,ML (A),
ŁukaszK,2023-06-28T10:23:09-0400,2023-06-28T10:23:48-0400,2023-06-28T10:23:48-0400,MESU23,long,USD,MES,future,4411.75,4408.0,-37.5,-40.58,4.0,2.0,2.0,0.0,2,39.0,3.08,0.0,4408.0,4418.75,"ML (B),Pre-empt",
ŁukaszK,2023-11-22T10:29:01-0500,2023-11-22T10:46:00-0500,2023-11-22T10:46:00-0500,MESZ23,long,USD,MES,future,4564.5,4569.0,55.0,52.02,4.0,2.0,2.0,0.0,3,1019.0,2.98,0.0,4560.5,4571.0,MRL (A),
ŁukaszK,2023-07-14T11:00:36-0400,2023-07-14T11:37:07-0400,2023-07-14T11:37:07-0400,ESU23,long,USD,ES,future,4549.0,4555.0,300.0,295.42,2.0,1.0,1.0,0.0,2,2191.0,4.58,0.0,4545.25,4555.0,MRL (A),
ŁukaszK,2023-04-04T13:48:28-0400,2023-04-04T14:18:02-0400,2023-04-04T14:18:02-0400,ESM23,long,USD,ES,future,4130.5,4127.75,-137.5,-142.08,2.0,1.0,1.0,0.0,2,1774.0,4.58,0.0,4127.75,4142.0,MRL (B),
ŁukaszK,2023-05-31T14:32:10-0400,2023-05-31T14:55:00-0400,2023-05-31T14:55:00-0400,MESM23,short,USD,MES,future,4195.75,4192.5,45.0,41.92,4.0,2.0,2.0,0.0,3,1370.0,3.08,0.0,4182.0,4170.0,MS (A),
ŁukaszK,2023-09-11T10:38:53-0400,2023-09-11T11:01:15-0400,2023-09-11T11:01:15-0400,MESZ23,long,USD,MES,future,4526.0,4522.0,5.0,1.92,4.0,2.0,2.0,0.0,3,1342.0,3.08,0.0,4522.0,4536.0,MRL (B),
ŁukaszK,2023-11-13T10:54:20-0500,2023-11-13T11:06:02-0500,2023-11-13T11:06:02-0500,MESZ23,short,USD,MES,future,4410.5,4414.5,-40.0,-43.08,4.0,2.0,2.0,0.0,2,702.0,3.08,0.0,4414.5,4400.0,MS (A),
ŁukaszK,2023-10-16T09:51:32-0400,2023-10-16T09:53:26-0400,2023-10-16T09:53:26-0400,MESZ23,short,USD,MES,future,4382.25,4386.25,-160.0,-172.32,16.0,8.0,8.0,0.0,4,114.0,12.32,0.0,4386.25,4375.5,MRS (A),<br>
ŁukaszK,2023-05-23T03:55:24-0400,2023-05-23T05:21:58-0400,2023-05-23T05:21:58-0400,MESM23,long,USD,MES,future,4204.0,4199.75,-42.5,-45.58,4.0,2.0,2.0,0.0,2,5194.0,3.08,0.0,4199.75,4210.0,MRL (B),
ŁukaszK,2023-08-16T09:41:51-0400,2023-08-16T10:00:06-0400,2023-08-16T10:00:06-0400,MESU23,long,USD,MES,future,4461.0,4457.0,0.0,-3.08,4.0,2.0,2.0,0.0,3,1095.0,3.08,0.0,4457.0,4469.0,ML (A),<br>
ŁukaszK,2023-08-16T14:54:38-0400,2023-08-16T15:06:35-0400,2023-08-16T15:06:35-0400,MESU23,short,USD,MES,future,4439.25,4438.25,10.0,6.92,4.0,2.0,2.0,0.0,2,717.0,3.08,0.0,4442.25,4430.0,"EarlyClose,MS (A+)",<br>
ŁukaszK,2023-04-18T10:25:13-0400,2023-04-18T10:35:43-0400,2023-04-18T10:35:43-0400,ESM23,short,USD,ES,future,4178.0,4168.25,487.5,482.92,2.0,1.0,1.0,0.0,2,630.0,4.58,0.0,4181.75,4166.0,MS (A),
ŁukaszK,2023-09-19T10:32:04-0400,2023-09-19T11:03:06-0400,2023-09-19T11:03:06-0400,MESZ23,short,USD,MES,future,4477.0,4468.0,72.5,69.42,4.0,2.0,2.0,0.0,3,1862.0,3.08,0.0,4481.0,4468.0,MS (A+),
ŁukaszK,2023-12-01T10:06:26-0500,2023-12-01T10:14:05-0500,2023-12-01T10:14:05-0500,MESZ23,long,USD,MES,future,4577.5,4573.5,-80.0,-84.8,8.0,4.0,4.0,0.0,2,459.0,4.8,0.0,4573.5,4597.5,ML (A),
ŁukaszK,2023-05-25T03:06:33-0400,2023-05-25T03:35:08-0400,2023-05-25T03:35:08-0400,MESM23,short,USD,MES,future,4147.0,4139.25,92.5,86.34,8.0,4.0,4.0,0.0,4,1715.0,6.16,0.0,4150.0,4139.75,MRS (A),
ŁukaszK,2023-10-20T10:03:21-0400,2023-10-20T10:50:00-0400,2023-10-20T10:50:00-0400,MESZ23,short,USD,MES,future,4287.75,4268.75,427.5,415.18,16.0,8.0,8.0,0.0,4,2799.0,12.32,0.0,4293.75,4255.0,MS (A+),<br>
ŁukaszK,2023-05-12T12:02:43-0400,2023-05-12T12:33:02-0400,2023-05-12T12:33:02-0400,MESM23,short,USD,MES,future,4133.5,4124.0,47.5,45.96,2.0,1.0,1.0,0.0,2,1819.0,1.54,0.0,4137.25,4115.0,MS (A),
ŁukaszK,2023-09-27T10:43:18-0400,2023-09-27T10:54:02-0400,2023-09-27T10:54:02-0400,MESZ23,short,USD,MES,future,4318.25,4308.0,165.0,158.84,8.0,4.0,4.0,0.0,3,644.0,6.16,0.0,4321.5,4308.0,MS (A),<br>
ŁukaszK,2023-08-14T11:15:55-0400,2023-08-14T12:09:24-0400,2023-08-14T12:09:24-0400,MESU23,long,USD,MES,future,4493.5,4496.25,30.0,25.38,6.0,3.0,3.0,0.0,4,3209.0,4.62,0.0,4489.5,44506.0,ML (A+),<br>
ŁukaszK,2023-06-08T10:40:38-0400,2023-06-08T12:02:19-0400,2023-06-08T12:02:19-0400,MESM23,long,USD,MES,future,4279.5,4283.5,67.5,62.88,6.0,3.0,3.0,0.0,4,4901.0,4.62,0.0,4275.5,4292.0,ML (A),
ŁukaszK,2023-08-21T10:44:36-0400,2023-08-21T10:56:54-0400,2023-08-21T10:56:54-0400,MESU23,short,USD,MES,future,4387.5,4387.75,-2.5,-5.58,4.0,2.0,2.0,0.0,2,738.0,3.08,0.0,N/A,N/A,MS (A),<br>
ŁukaszK,2023-04-10T11:19:22-0400,2023-04-10T11:21:51-0400,2023-04-10T11:21:51-0400,ESM23,short,USD,ES,future,4113.0,4114.75,-87.5,-92.08,2.0,1.0,1.0,0.0,2,149.0,4.58,0.0,4115.75,4106.0,"EarlyClose,MRS (A)",
